Employee_ID,Exit_Date,Primary_Reason_for_Leaving,Secondary_Reason,Like_Most_About_Company,Improvement_Areas
E-06653,2024-08-15 11:08:16.250584824,Career Growth,Burnout,Flexible work arrangements.,Reduce micromanagement.
E-04509,2020-07-23 18:18:10.943590751,Compensation,Company Culture,Learning opportunities.,Offer more career development programs.
E-03037,2022-07-02 17:31:09.933785497,Management,Poor Leadership,Flexible work arrangements.,Offer more career development programs.
E-03290,2020-07-19 08:19:15.511240939,Compensation,Lack of Training,Flexible work arrangements.,More transparency in promotion decisions.
E-02710,2020-03-24 11:39:58.325930472,Compensation,Commute,The people and the challenging projects.,Better leadership communication.
E-01229,2023-05-06 21:37:49.643927070,Work-Life Balance,Commute,The people and the challenging projects.,Better leadership communication.
E-09596,2012-12-24 14:23:50.742446685,Career Growth,Burnout,Learning opportunities.,Offer more career development programs.
E-06544,2021-12-13 00:16:57.137266648,Management,Poor Leadership,Company values and mission.,Offer more career development programs.
E-02758,2019-10-14 13:30:18.991753983,Job Role Mismatch,Commute,Flexible work arrangements.,Improve compensation structure.
E-07156,2022-07-27 01:57:58.822641538,Job Role Mismatch,Burnout,Learning opportunities.,Offer more career development programs.
E-08311,2024-12-01 15:10:38.376858287,Compensation,Company Culture,Flexible work arrangements.,More transparency in promotion decisions.
E-08535,2022-06-02 01:41:25.615143044,Work-Life Balance,Burnout,Company values and mission.,Reduce micromanagement.
E-06203,2023-02-07 22:31:50.347470269,Work-Life Balance,Burnout,Flexible work arrangements.,Offer more career development programs.
E-08526,2023-03-15 08:39:33.138257780,Job Role Mismatch,Burnout,Supportive team environment.,Offer more career development programs.
E-04555,2023-08-18 20:39:45.714516370,Management,Lack of Training,Learning opportunities.,More transparency in promotion decisions.
E-03835,2018-08-07 14:12:48.804908558,Career Growth,Burnout,The people and the challenging projects.,Improve compensation structure.
E-03455,2023-05-03 02:46:24.465604117,Management,Burnout,Flexible work arrangements.,Offer more career development programs.
E-05932,2020-12-01 19:29:33.697274585,Career Growth,Lack of Training,Learning opportunities.,Better leadership communication.
E-03308,2017-05-28 01:11:43.508157639,Job Role Mismatch,Lack of Training,Learning opportunities.,Better leadership communication.
E-02088,2024-10-20 02:31:43.650573346,Career Growth,Company Culture,Flexible work arrangements.,Better leadership communication.
E-07316,2024-03-12 12:15:00.315926872,Work-Life Balance,Poor Leadership,The people and the challenging projects.,Reduce micromanagement.
E-05941,2021-09-11 13:02:37.691146518,Compensation,Commute,The people and the challenging projects.,Reduce micromanagement.
E-08722,2020-03-10 15:11:42.259011206,Compensation,Commute,Flexible work arrangements.,Offer more career development programs.
E-08538,2021-09-14 12:00:54.298887122,Job Role Mismatch,Burnout,Learning opportunities.,Offer more career development programs.
E-05601,2018-12-01 07:18:59.232168996,Work-Life Balance,Company Culture,The people and the challenging projects.,Offer more career development programs.
E-00149,2018-07-30 17:24:30.473751363,Management,Burnout,Flexible work arrangements.,Reduce micromanagement.
E-00041,2024-06-18 15:01:58.675944175,Work-Life Balance,Commute,Flexible work arrangements.,Offer more career development programs.
E-04768,2023-10-23 22:40:54.371595379,Compensation,Lack of Training,Flexible work arrangements.,More transparency in promotion decisions.
E-04483,2023-07-04 06:09:13.165181519,Compensation,Poor Leadership,Learning opportunities.,Improve compensation structure.
E-05215,2022-12-04 12:33:45.928375671,Work-Life Balance,Company Culture,The people and the challenging projects.,Better leadership communication.
E-09815,2018-11-05 16:38:21.224803130,Work-Life Balance,Lack of Training,Learning opportunities.,Better leadership communication.
E-05176,2022-08-16 19:41:11.081528628,Compensation,Poor Leadership,Supportive team environment.,More transparency in promotion decisions.
E-01076,2020-12-14 06:24:34.220848725,Management,Company Culture,The people and the challenging projects.,Offer more career development programs.
E-05302,2022-07-14 12:52:20.808240931,Job Role Mismatch,Company Culture,Learning opportunities.,Reduce micromanagement.
E-00837,2020-08-21 19:17:35.605196047,Job Role Mismatch,Commute,The people and the challenging projects.,Offer more career development programs.
E-01741,2024-01-27 11:36:36.495074220,Work-Life Balance,Lack of Training,Supportive team environment.,Offer more career development programs.
E-05392,2014-03-13 20:25:16.551495456,Job Role Mismatch,Company Culture,Company values and mission.,Better leadership communication.
E-02559,2022-10-04 14:21:03.676029041,Compensation,Company Culture,Flexible work arrangements.,Better leadership communication.
E-07965,2024-11-24 23:06:22.053161493,Compensation,Poor Leadership,Learning opportunities.,Reduce micromanagement.
E-08560,2019-07-22 01:08:43.060902616,Work-Life Balance,Commute,Supportive team environment.,Better leadership communication.
E-00791,2023-08-27 18:44:15.450987663,Work-Life Balance,Burnout,Supportive team environment.,Offer more career development programs.
E-07694,2021-02-06 16:19:40.059873162,Work-Life Balance,Commute,The people and the challenging projects.,More transparency in promotion decisions.
E-06341,2018-12-07 02:00:42.834788821,Management,Burnout,The people and the challenging projects.,Reduce micromanagement.
E-02866,2023-04-15 10:55:49.606264433,Job Role Mismatch,Lack of Training,Flexible work arrangements.,More transparency in promotion decisions.
E-09276,2024-09-21 09:50:43.872592919,Work-Life Balance,Lack of Training,The people and the challenging projects.,Offer more career development programs.
E-07591,2024-11-27 21:52:04.447187901,Career Growth,Company Culture,Learning opportunities.,Reduce micromanagement.
E-04643,2022-08-27 05:50:18.351361826,Career Growth,Lack of Training,Learning opportunities.,More transparency in promotion decisions.
E-09618,2024-06-28 22:42:29.386368471,Compensation,Company Culture,Learning opportunities.,Reduce micromanagement.
E-09772,2016-03-24 20:32:40.291591444,Job Role Mismatch,Commute,Company values and mission.,Offer more career development programs.
E-02810,2022-05-02 20:02:31.873405804,Work-Life Balance,Lack of Training,Learning opportunities.,Reduce micromanagement.
E-06986,2022-03-07 03:04:11.245364145,Career Growth,Commute,The people and the challenging projects.,Offer more career development programs.
E-02901,2019-03-16 16:45:56.399881756,Job Role Mismatch,Commute,The people and the challenging projects.,Reduce micromanagement.
E-00492,2024-04-05 02:46:57.042221761,Compensation,Lack of Training,Learning opportunities.,Reduce micromanagement.
E-06124,2023-02-23 18:52:23.686737101,Management,Commute,Supportive team environment.,Better leadership communication.
E-07425,2024-04-22 00:33:09.196356775,Job Role Mismatch,Lack of Training,Supportive team environment.,Offer more career development programs.
E-02252,2023-05-16 23:03:34.719139401,Job Role Mismatch,Lack of Training,Supportive team environment.,Improve compensation structure.
E-05862,2024-03-03 19:57:49.336505731,Management,Lack of Training,Flexible work arrangements.,Reduce micromanagement.
E-09352,2022-02-14 06:04:00.474925378,Job Role Mismatch,Burnout,Company values and mission.,More transparency in promotion decisions.
E-04724,2024-02-20 00:57:54.490879756,Compensation,Commute,Learning opportunities.,Better leadership communication.
E-06964,2022-04-17 10:49:07.069289812,Compensation,Poor Leadership,Flexible work arrangements.,Better leadership communication.
E-09431,2024-07-30 11:36:51.817879246,Management,Lack of Training,Supportive team environment.,Reduce micromanagement.
E-09822,2021-10-29 20:26:50.187637472,Work-Life Balance,Commute,Learning opportunities.,Improve compensation structure.
E-03066,2024-05-26 00:49:33.604978007,Career Growth,Company Culture,Flexible work arrangements.,Better leadership communication.
E-00124,2024-04-14 00:53:20.845673035,Work-Life Balance,Lack of Training,The people and the challenging projects.,Offer more career development programs.
E-07286,2021-04-21 12:40:30.985450967,Job Role Mismatch,Lack of Training,Supportive team environment.,Reduce micromanagement.
E-06143,2023-08-20 06:16:53.247455316,Career Growth,Poor Leadership,Flexible work arrangements.,Reduce micromanagement.
E-09296,2024-11-15 09:08:12.267360587,Management,Burnout,The people and the challenging projects.,Improve compensation structure.
E-09655,2018-03-26 14:13:22.831044124,Management,Burnout,Supportive team environment.,Offer more career development programs.
E-03678,2016-02-28 05:30:40.807686835,Career Growth,Lack of Training,Company values and mission.,Offer more career development programs.
E-00888,2019-05-03 04:39:55.398994458,Compensation,Commute,Supportive team environment.,Improve compensation structure.
E-00098,2024-10-11 08:21:28.146311958,Career Growth,Company Culture,Company values and mission.,More transparency in promotion decisions.
E-01272,2022-03-12 11:36:28.824388675,Job Role Mismatch,Company Culture,Company values and mission.,Offer more career development programs.
E-04790,2022-09-30 10:56:07.125191848,Compensation,Commute,Company values and mission.,More transparency in promotion decisions.
E-07541,2024-10-19 13:14:08.488594100,Management,Lack of Training,Learning opportunities.,More transparency in promotion decisions.
E-06420,2019-06-04 03:22:49.448680192,Career Growth,Company Culture,Learning opportunities.,Reduce micromanagement.
E-08746,2019-10-25 06:07:39.378084662,Work-Life Balance,Burnout,Company values and mission.,Reduce micromanagement.
E-09343,2024-08-07 16:48:06.160881046,Work-Life Balance,Commute,The people and the challenging projects.,Better leadership communication.
E-03458,2019-08-21 07:24:48.067144577,Job Role Mismatch,Poor Leadership,Company values and mission.,Reduce micromanagement.
E-01357,2023-09-26 16:54:14.769671165,Work-Life Balance,Lack of Training,Flexible work arrangements.,Offer more career development programs.
E-01256,2024-07-16 10:56:50.620127941,Career Growth,Commute,Company values and mission.,Offer more career development programs.
E-04859,2024-01-16 17:00:14.945224235,Career Growth,Company Culture,Learning opportunities.,More transparency in promotion decisions.
E-09308,2022-02-12 18:38:46.598689212,Work-Life Balance,Lack of Training,Learning opportunities.,Offer more career development programs.
E-06439,2019-07-01 05:44:54.299930463,Career Growth,Burnout,Flexible work arrangements.,Reduce micromanagement.
E-00421,2019-12-04 07:41:24.861454771,Job Role Mismatch,Lack of Training,Flexible work arrangements.,Reduce micromanagement.
E-04608,2023-05-27 10:35:31.073688043,Compensation,Lack of Training,Supportive team environment.,Reduce micromanagement.
E-05955,2017-12-29 19:18:03.526309877,Job Role Mismatch,Burnout,The people and the challenging projects.,Improve compensation structure.
E-00638,2024-03-09 16:58:42.848821467,Job Role Mismatch,Burnout,The people and the challenging projects.,Offer more career development programs.
E-09869,2021-01-04 17:38:19.455629083,Career Growth,Lack of Training,The people and the challenging projects.,Better leadership communication.
E-05659,2023-04-11 06:16:49.672688001,Compensation,Burnout,Learning opportunities.,Offer more career development programs.
E-05582,2014-03-20 13:44:59.014580250,Career Growth,Commute,The people and the challenging projects.,Offer more career development programs.
E-03529,2019-03-23 12:07:16.170770766,Management,Burnout,Supportive team environment.,Improve compensation structure.
E-03945,2019-01-22 11:15:44.044110071,Career Growth,Burnout,Supportive team environment.,Offer more career development programs.
E-07328,2017-11-23 04:33:03.254107760,Career Growth,Lack of Training,The people and the challenging projects.,More transparency in promotion decisions.
