Employee_ID,Survey_Date,Engagement_Score,Satisfaction_Score,Work_Life_Balance,Relationship_with_Manager,Career_Development_Opportunities,Performance_Rating_2024,Performance_Rating_2023,Training_Hours_Last_Year,Projects_Completed
E-02359,2024-06-30,3.1,3.7,1.2,4.3,3.9,4.1,4.2,79,6
E-02360,2024-06-30,4.2,4.1,4.3,3.9,1.6,4.1,4.0,93,3
E-02361,2024-06-30,3.5,4.8,3.4,4.0,3.3,3.9,3.1,58,2
E-02362,2024-06-30,3.3,4.5,3.0,4.2,3.0,3.8,3.3,31,7
E-02363,2024-06-30,3.2,4.3,2.8,3.3,2.9,3.8,3.7,35,10
E-02364,2024-06-30,4.6,3.8,2.8,3.6,2.8,3.9,4.0,41,4
E-02365,2024-06-30,3.7,4.4,3.0,4.9,3.0,4.2,3.7,96,6
E-02366,2024-06-30,4.8,3.2,2.7,4.3,3.3,3.9,3.6,74,1
E-02367,2024-06-30,3.7,3.9,2.6,4.0,2.5,4.0,3.4,30,2
E-02368,2024-06-30,3.1,4.3,2.8,3.5,3.1,3.7,4.2,87,4
E-02369,2024-06-30,3.4,4.4,3.7,4.2,3.2,3.9,3.8,28,5
E-02370,2024-06-30,4.6,4.3,3.5,4.6,2.4,4.1,4.5,34,4
E-02371,2024-06-30,3.9,4.1,3.9,5.3,3.3,3.5,3.3,18,8
E-02372,2024-06-30,3.7,3.9,3.5,5.0,3.2,4.3,4.1,50,8
E-02373,2024-06-30,4.1,4.3,2.6,3.8,2.5,3.8,4.0,38,3
E-02374,2024-06-30,4.3,3.5,3.8,4.0,2.3,4.5,4.1,56,7
E-02375,2024-06-30,4.6,3.6,2.8,3.6,2.5,4.1,4.1,75,3
E-02376,2024-06-30,4.7,4.0,4.0,3.9,3.1,3.4,3.6,40,3
E-02377,2024-06-30,3.8,4.1,2.7,4.1,3.0,4.1,3.7,23,6
E-02378,2024-06-30,3.3,3.1,3.0,4.1,3.8,3.9,3.9,32,5
E-02379,2024-06-30,3.8,4.2,3.2,5.0,2.8,4.1,3.4,47,9
E-02380,2024-06-30,4.1,4.4,4.0,3.7,2.5,4.5,4.2,89,5
E-02381,2024-06-30,3.5,4.0,3.6,4.2,3.4,4.2,2.8,17,8
E-02382,2024-06-30,3.5,5.2,3.5,3.4,2.4,3.9,3.3,85,5
E-02383,2024-06-30,4.2,3.7,4.8,4.3,2.5,3.6,3.1,10,4
E-02384,2024-06-30,4.0,3.8,2.2,3.7,2.5,4.3,4.2,69,7
E-02385,2024-06-30,4.0,3.8,2.8,4.6,1.2,4.2,3.9,49,5
E-02386,2024-06-30,3.6,4.0,2.7,4.1,3.3,4.3,3.6,23,7
E-02387,2024-06-30,3.9,3.8,2.3,3.6,3.6,4.0,3.8,74,2
E-02388,2024-06-30,3.5,3.3,3.0,3.4,3.6,4.1,3.9,95,4
E-02389,2024-06-30,4.4,3.7,4.0,3.8,4.1,3.9,3.3,37,7
E-02390,2024-06-30,4.5,4.0,3.1,4.3,3.9,4.0,3.9,86,2
E-02391,2024-06-30,3.1,4.6,3.3,4.4,2.8,3.5,4.4,81,7
E-02392,2024-06-30,3.5,5.1,2.3,4.0,3.7,4.1,4.4,64,5
E-02393,2024-06-30,3.3,4.7,2.9,4.6,2.9,4.1,4.1,60,6
E-02394,2024-06-30,3.7,3.6,3.2,3.7,2.7,3.8,3.9,16,8
E-02395,2024-06-30,4.0,3.7,3.9,3.0,2.5,4.2,4.2,12,7
E-02396,2024-06-30,3.3,3.9,2.3,4.3,2.8,4.3,4.1,28,6
E-02397,2024-06-30,3.5,4.9,3.2,4.7,3.2,4.4,3.4,30,5
E-02398,2024-06-30,3.5,3.9,4.3,4.7,3.9,3.7,3.4,53,3
E-02399,2024-06-30,4.1,3.3,3.2,3.7,3.4,4.2,4.1,73,3
E-02400,2024-06-30,4.0,3.7,2.0,4.0,2.5,4.4,3.5,74,6
E-02401,2024-06-30,3.6,4.4,4.4,4.5,2.4,3.9,3.4,29,7
E-02402,2024-06-30,4.1,4.3,4.0,3.9,3.3,4.4,4.3,86,4
E-02403,2024-06-30,3.7,3.9,4.1,4.2,3.5,3.8,3.8,13,6
E-02404,2024-06-30,3.9,4.3,2.3,3.9,3.7,4.0,3.8,99,7
E-02405,2024-06-30,4.8,2.9,4.6,3.8,2.8,3.5,3.3,72,3
E-02406,2024-06-30,4.7,4.1,3.0,3.8,3.3,3.4,3.6,76,3
E-02407,2024-06-30,3.4,4.4,3.1,4.6,3.5,3.5,3.7,47,9
E-02408,2024-06-30,4.4,3.6,3.0,4.2,2.2,4.4,3.4,48,7
E-02409,2024-06-30,4.4,3.6,4.2,4.7,3.2,3.8,3.3,80,4
E-02410,2024-06-30,3.4,3.1,3.4,4.4,3.5,3.8,4.5,14,6
E-02411,2024-06-30,4.4,4.8,3.8,4.8,3.3,4.1,4.4,91,4
E-02412,2024-06-30,4.8,3.6,3.6,4.5,3.0,3.8,3.8,11,2
E-02413,2024-06-30,3.4,4.1,3.4,4.5,4.6,4.4,3.3,86,2
E-02414,2024-06-30,3.5,4.3,2.8,4.2,4.2,4.6,3.1,86,3
E-02415,2024-06-30,4.5,4.8,4.8,5.4,3.0,3.3,3.6,56,9
E-02416,2024-06-30,4.1,3.9,2.5,4.2,2.9,4.2,2.9,42,8
E-02417,2024-06-30,4.3,3.7,3.8,3.4,3.4,3.4,3.6,56,6
E-02418,2024-06-30,4.2,4.1,3.8,4.3,3.0,3.6,3.0,89,7
E-02419,2024-06-30,4.2,4.6,4.3,3.8,3.8,4.1,3.8,17,3
E-02420,2024-06-30,3.3,3.9,4.5,4.6,2.2,3.7,3.9,64,4
E-02421,2024-06-30,4.5,3.5,3.4,4.5,2.9,4.1,3.7,57,8
E-02422,2024-06-30,4.6,3.2,3.9,4.1,3.4,4.0,4.7,21,7
E-02423,2024-06-30,3.9,3.4,4.7,3.8,3.6,3.5,3.7,70,9
E-02424,2024-06-30,4.0,4.4,3.5,4.3,2.1,4.2,4.5,73,6
E-02425,2024-06-30,3.2,3.8,2.8,3.9,2.4,4.1,3.9,53,6
E-02426,2024-06-30,4.3,3.7,3.2,4.5,2.0,4.0,4.6,44,7
E-02427,2024-06-30,4.3,3.6,2.6,4.4,2.5,3.8,3.1,41,1
E-02428,2024-06-30,4.0,4.0,3.8,5.4,2.2,4.1,3.4,75,3
E-02429,2024-06-30,4.6,3.9,4.2,4.0,3.3,3.6,3.7,72,5
E-02430,2024-06-30,3.8,3.9,3.4,4.1,3.1,3.7,4.4,53,7
E-02431,2024-06-30,4.3,4.7,2.4,4.1,2.9,4.1,3.7,80,5
E-02432,2024-06-30,3.5,4.8,4.2,4.2,3.0,4.3,3.5,58,1
E-02433,2024-06-30,4.0,3.2,2.3,4.6,3.7,3.9,4.0,72,7
E-02434,2024-06-30,3.9,4.2,2.4,4.1,2.4,4.1,4.2,50,2
E-02435,2024-06-30,4.1,3.6,3.4,5.0,1.8,4.1,3.5,80,5
E-02436,2024-06-30,3.8,3.9,3.7,4.4,3.4,4.1,3.5,44,5
E-02437,2024-06-30,3.9,4.2,3.8,4.0,2.8,3.8,4.5,88,6
E-02438,2024-06-30,4.4,3.9,3.5,3.9,2.4,4.0,4.3,67,3
E-02439,2024-06-30,3.8,4.1,4.7,4.6,3.3,4.0,4.4,79,11
E-02440,2024-06-30,3.2,4.3,3.5,4.2,1.8,4.4,4.2,15,2
E-02441,2024-06-30,4.9,4.1,4.2,4.2,2.5,3.7,3.5,21,4
E-02442,2024-06-30,4.7,3.7,4.1,4.0,1.6,3.6,3.8,13,5
E-02443,2024-06-30,3.4,3.7,2.6,4.2,3.2,4.9,3.4,43,5
E-02444,2024-06-30,4.3,3.3,3.4,3.9,3.9,4.1,4.2,44,6
E-02445,2024-06-30,3.7,3.6,5.0,4.7,2.7,4.2,3.6,80,4
E-02446,2024-06-30,4.1,5.0,3.1,4.5,2.5,4.2,3.1,84,7
E-02447,2024-06-30,4.1,3.6,3.0,4.1,4.1,4.2,3.8,81,6
E-02448,2024-06-30,3.9,3.4,3.6,4.1,3.4,4.3,4.3,16,5
E-02449,2024-06-30,3.6,4.2,3.2,4.2,4.4,4.2,3.2,96,5
E-02450,2024-06-30,3.7,3.9,2.9,4.2,3.1,4.3,3.7,76,6
E-02451,2024-06-30,3.5,3.9,3.2,3.8,3.1,4.1,3.6,18,6
E-02452,2024-06-30,3.6,4.7,4.5,3.4,3.9,4.3,4.2,38,6
E-02453,2024-06-30,4.0,4.3,3.4,3.9,2.9,4.6,3.0,60,6
E-02454,2024-06-30,3.6,3.7,2.6,4.1,3.1,4.1,4.3,16,6
E-02455,2024-06-30,4.3,3.8,2.4,3.9,1.5,4.1,3.5,27,1
E-02456,2024-06-30,4.7,3.7,5.0,4.5,4.0,3.8,3.7,93,7
E-02457,2024-06-30,3.7,4.4,3.3,4.1,3.2,4.0,4.1,29,9
E-02458,2024-06-30,4.1,3.8,3.8,4.9,2.9,4.1,4.4,72,2
E-02459,2024-06-30,4.2,3.1,3.0,4.0,3.5,3.9,3.8,32,7
E-02460,2024-06-30,4.2,4.0,3.7,4.3,2.3,4.0,3.5,95,8
E-02461,2024-06-30,4.0,3.2,4.5,4.1,2.7,4.1,3.6,67,6
E-02462,2024-06-30,4.4,5.1,3.0,4.4,3.3,4.5,4.3,56,8
E-02463,2024-06-30,4.2,3.5,3.8,4.6,3.0,3.7,3.4,31,5
E-02464,2024-06-30,3.4,3.9,2.5,4.4,3.3,4.1,3.9,63,4
E-02465,2024-06-30,4.4,4.1,4.9,3.4,3.1,3.8,3.8,53,3
E-02466,2024-06-30,4.4,3.9,3.7,4.4,3.4,4.2,4.1,50,4
E-02467,2024-06-30,3.6,3.9,3.2,3.8,2.2,4.3,3.8,88,5
E-02468,2024-06-30,4.0,4.2,3.3,4.1,3.8,4.5,3.6,22,5
E-02469,2024-06-30,4.3,4.8,3.1,4.5,2.7,3.9,3.6,20,3
E-02470,2024-06-30,3.9,4.4,3.2,3.8,3.0,4.0,3.6,93,5
E-02471,2024-06-30,4.5,4.7,1.8,4.7,2.6,4.2,3.2,36,7
E-02472,2024-06-30,5.2,3.5,3.4,4.1,2.8,4.2,4.0,99,7
E-02473,2024-06-30,3.6,4.2,3.4,5.1,3.1,3.3,3.9,56,4
E-02474,2024-06-30,3.3,4.1,3.8,4.2,3.4,3.8,3.2,27,9
E-02475,2024-06-30,4.2,4.2,3.1,4.9,3.5,4.2,3.6,11,2
E-02476,2024-06-30,4.4,4.7,3.0,4.7,3.3,3.9,3.7,21,2
E-02477,2024-06-30,3.9,3.9,3.5,4.0,2.6,4.2,3.6,13,4
E-02478,2024-06-30,4.7,3.8,2.4,3.7,3.2,4.3,3.8,83,1
E-02479,2024-06-30,3.3,4.3,3.6,4.2,3.1,3.9,3.8,50,9
E-02480,2024-06-30,4.3,3.1,2.2,4.0,3.0,4.2,4.2,25,2
E-02481,2024-06-30,3.7,3.9,4.3,4.8,3.3,4.4,3.8,42,3
E-02482,2024-06-30,4.9,3.9,4.0,4.1,2.2,4.3,4.0,53,6
E-02483,2024-06-30,5.0,3.5,2.9,4.1,1.8,3.8,3.2,68,2
E-02484,2024-06-30,3.6,4.5,4.0,3.6,3.7,3.9,3.4,75,7
E-02485,2024-06-30,3.7,3.5,3.6,4.4,2.9,4.0,3.3,96,3
E-02486,2024-06-30,4.4,3.9,2.8,3.7,3.2,3.7,3.6,87,5
E-02487,2024-06-30,3.8,4.1,2.1,4.4,2.5,4.3,3.8,37,6
E-02488,2024-06-30,4.0,4.7,3.7,4.4,3.8,3.8,4.5,57,4
E-02489,2024-06-30,4.0,4.0,2.9,3.9,3.2,4.0,3.5,97,3
E-02490,2024-06-30,3.0,4.5,4.3,4.6,2.9,4.3,4.1,37,7
E-02491,2024-06-30,4.0,4.4,3.5,4.1,3.2,3.9,3.5,36,6
E-02492,2024-06-30,3.7,4.1,3.0,3.6,2.0,3.9,3.8,22,4
E-02493,2024-06-30,3.8,3.5,4.8,4.8,3.2,4.1,3.7,67,8
E-02494,2024-06-30,4.7,3.3,3.9,3.8,3.9,3.9,3.4,11,6
E-02495,2024-06-30,3.4,4.1,0.9,4.4,3.2,4.5,3.5,26,6
E-02496,2024-06-30,4.4,3.7,3.2,4.4,3.1,3.7,4.4,27,6
E-02497,2024-06-30,3.9,4.5,2.5,4.4,2.8,3.3,3.6,69,4
E-02498,2024-06-30,3.9,4.4,2.9,4.3,3.6,4.3,4.2,23,2
E-02499,2024-06-30,4.4,3.9,3.4,3.8,3.7,3.9,4.1,99,0
E-02500,2024-06-30,4.2,3.4,3.7,4.9,2.7,3.8,3.6,77,5
E-02501,2024-06-30,4.3,4.3,3.7,4.6,3.2,4.1,3.8,15,5
E-02502,2024-06-30,4.5,3.5,4.3,4.4,3.1,4.1,3.8,25,5
E-02503,2024-06-30,3.8,3.6,3.9,3.7,3.2,3.8,4.0,94,2
E-02504,2024-06-30,3.7,3.5,3.9,3.8,2.5,4.4,3.6,52,3
E-02505,2024-06-30,3.5,3.9,3.6,4.5,3.7,4.3,3.2,56,3
E-02506,2024-06-30,3.6,4.6,4.4,3.4,3.3,4.6,3.5,81,7
E-02507,2024-06-30,5.5,4.0,3.3,4.3,3.7,3.9,4.3,16,0
E-02508,2024-06-30,4.6,3.8,3.3,3.7,2.3,4.0,3.8,87,5
E-02509,2024-06-30,3.3,3.2,2.2,3.9,2.4,4.1,3.6,56,7
E-02510,2024-06-30,3.3,4.3,4.2,3.6,4.2,3.9,3.2,80,5
E-02511,2024-06-30,4.2,3.6,3.4,4.3,3.7,4.1,4.3,84,2
E-02512,2024-06-30,4.3,4.1,5.6,4.6,2.5,4.1,3.7,52,3
E-02513,2024-06-30,4.3,3.8,3.2,4.3,3.5,4.1,4.2,93,4
E-02514,2024-06-30,3.9,4.4,3.6,4.4,2.7,3.9,4.1,98,5
E-02515,2024-06-30,3.9,3.9,3.9,4.3,2.0,3.9,4.1,92,6
E-02516,2024-06-30,4.2,4.0,2.7,4.5,1.7,3.8,4.5,72,9
E-02517,2024-06-30,4.0,4.2,3.8,4.4,3.0,3.8,3.8,60,3
E-02518,2024-06-30,2.9,5.1,3.5,3.1,3.9,4.0,3.7,94,7
E-02519,2024-06-30,3.9,4.4,3.3,4.6,3.9,4.5,4.4,83,4
E-02520,2024-06-30,3.6,4.0,4.3,4.5,3.8,4.6,4.1,12,5
E-02521,2024-06-30,4.1,4.0,2.9,4.1,3.5,4.4,3.5,55,7
E-02522,2024-06-30,5.5,3.7,3.7,3.4,3.2,3.9,4.2,47,6
E-02523,2024-06-30,4.2,3.5,4.5,4.3,3.7,4.1,4.4,10,6
E-02524,2024-06-30,3.8,3.7,3.0,4.3,1.8,3.4,2.9,94,4
E-02525,2024-06-30,4.5,3.6,3.3,4.0,3.6,4.0,3.3,98,4
E-02526,2024-06-30,4.2,4.3,5.1,4.3,2.3,3.9,3.5,23,1
E-02527,2024-06-30,4.2,3.5,3.8,4.6,2.5,4.6,4.1,47,5
E-02528,2024-06-30,4.3,4.7,3.1,5.2,3.4,4.1,4.1,45,4
E-02529,2024-06-30,5.0,4.4,4.1,4.3,3.6,4.0,4.0,73,4
E-02530,2024-06-30,3.4,4.0,3.1,4.3,2.6,4.0,4.2,94,6
E-02531,2024-06-30,4.2,4.0,2.4,3.9,3.4,3.9,3.4,46,4
E-02532,2024-06-30,3.5,3.7,4.5,4.0,3.3,4.2,3.3,95,7
E-02533,2024-06-30,4.3,4.1,2.7,4.1,2.8,3.8,4.3,69,6
E-02534,2024-06-30,3.5,4.5,5.2,4.7,3.1,4.2,3.8,40,8
E-02535,2024-06-30,3.8,3.6,3.2,4.5,4.2,4.4,4.3,55,7
E-02536,2024-06-30,3.9,3.2,5.0,5.0,2.8,4.0,3.5,12,7
E-02537,2024-06-30,4.5,4.4,2.5,3.6,2.9,3.9,3.4,61,1
E-02538,2024-06-30,4.5,4.2,4.2,3.7,3.1,4.0,3.3,91,6
E-02539,2024-06-30,3.4,3.4,3.8,4.6,2.9,4.4,4.1,21,4
E-02540,2024-06-30,4.0,3.6,4.1,4.8,3.5,4.0,4.3,29,5
E-02541,2024-06-30,3.6,3.6,4.2,4.2,3.9,3.8,4.0,32,6
E-02542,2024-06-30,3.4,3.6,3.2,2.4,2.9,4.2,3.6,38,4
E-02543,2024-06-30,3.9,3.8,2.6,3.9,2.5,3.8,4.1,25,3
E-02544,2024-06-30,3.8,3.9,3.5,4.3,4.2,3.9,4.0,41,6
E-02545,2024-06-30,5.2,3.7,3.7,3.8,3.1,4.1,3.0,65,3
E-02546,2024-06-30,4.2,3.6,3.2,4.3,2.0,3.8,3.7,10,3
E-02547,2024-06-30,3.3,3.9,3.7,5.0,4.1,3.5,3.9,50,4
E-02548,2024-06-30,3.7,4.1,3.7,4.8,3.7,4.1,4.2,91,0
E-02549,2024-06-30,4.5,3.8,2.9,4.5,4.0,3.3,3.8,77,6
E-02550,2024-06-30,5.0,4.6,3.8,4.2,3.9,3.7,3.9,38,6
E-02551,2024-06-30,3.2,4.3,3.3,4.0,4.6,4.2,3.8,81,6
E-02552,2024-06-30,3.1,3.2,3.0,4.5,2.4,4.1,3.9,97,5
E-02553,2024-06-30,4.9,4.3,4.1,4.2,2.5,4.0,3.3,19,6
E-02554,2024-06-30,4.2,4.3,3.0,4.2,2.7,3.7,3.6,76,5
E-02555,2024-06-30,3.6,3.8,3.2,3.6,2.7,3.9,2.9,61,5
E-02556,2024-06-30,4.3,3.3,3.6,3.9,3.1,4.2,3.6,76,6
E-02557,2024-06-30,2.7,4.0,4.5,4.5,2.7,4.0,4.0,32,7
E-02558,2024-06-30,4.0,4.0,3.6,3.8,2.3,3.6,3.5,36,5
E-02559,2024-06-30,4.2,3.4,3.9,4.3,2.5,3.7,3.7,51,3
E-02560,2024-06-30,4.5,3.3,3.3,4.4,2.8,3.9,4.0,33,8
E-02561,2024-06-30,3.5,4.0,3.4,4.4,3.7,4.1,4.9,72,1
E-02562,2024-06-30,4.0,3.9,3.5,4.4,2.7,4.0,3.8,17,2
E-02563,2024-06-30,3.5,3.8,3.7,4.5,3.5,3.6,4.1,17,8
E-02564,2024-06-30,4.1,4.0,3.3,4.0,2.2,4.4,3.7,56,6
E-02565,2024-06-30,3.6,3.4,4.4,3.6,1.1,3.8,3.9,26,4
E-02566,2024-06-30,3.8,3.8,3.2,3.9,2.9,4.1,3.8,42,6
E-02567,2024-06-30,3.5,4.3,2.3,4.5,2.6,3.7,3.6,19,9
E-02568,2024-06-30,4.3,3.8,5.4,3.7,2.5,4.7,3.7,20,2
E-02569,2024-06-30,4.4,3.2,3.3,3.8,2.4,4.4,4.3,99,6
E-02570,2024-06-30,3.9,3.8,4.4,3.8,2.6,3.8,3.9,60,10
E-02571,2024-06-30,4.0,3.5,4.5,3.5,2.4,4.0,3.3,81,5
E-02572,2024-06-30,3.3,4.1,4.2,3.7,2.5,3.7,3.6,38,9
E-02573,2024-06-30,3.9,4.2,3.4,4.6,2.2,3.9,3.4,87,5
E-02574,2024-06-30,4.0,3.2,3.7,3.9,1.7,4.1,4.2,93,5
E-02575,2024-06-30,5.3,4.4,2.6,3.5,1.7,4.3,3.5,43,8
E-02576,2024-06-30,3.4,3.4,4.9,4.0,4.5,3.6,4.1,20,8
E-02577,2024-06-30,4.7,4.8,2.9,4.4,3.0,3.8,4.2,17,6
E-02578,2024-06-30,4.5,4.0,3.3,3.5,3.9,4.3,3.9,10,5
E-02579,2024-06-30,4.1,3.4,3.6,4.6,2.9,4.4,4.0,36,3
E-02580,2024-06-30,4.9,3.4,3.4,3.6,2.9,3.8,3.6,88,5
E-02581,2024-06-30,4.2,4.2,3.0,4.0,3.2,4.3,4.1,58,3
E-02582,2024-06-30,4.2,3.8,4.5,4.0,3.4,3.6,3.3,29,3
E-02583,2024-06-30,4.0,4.0,4.2,4.0,2.3,3.9,3.6,56,4
E-02584,2024-06-30,4.6,4.8,3.7,4.2,2.8,3.7,3.7,31,4
E-02585,2024-06-30,4.5,3.7,3.2,4.5,3.2,3.9,4.2,86,7
E-02586,2024-06-30,3.7,4.0,4.2,4.2,1.8,4.6,4.5,96,4
E-02587,2024-06-30,3.3,4.7,3.2,4.0,3.8,4.0,3.6,31,8
E-02588,2024-06-30,3.9,4.1,4.6,4.4,3.6,3.9,3.8,76,5
E-02589,2024-06-30,3.6,3.2,3.6,4.3,1.7,3.8,3.3,88,8
E-02590,2024-06-30,4.0,4.3,4.4,3.9,2.5,3.9,3.8,86,4
E-02591,2024-06-30,4.6,3.4,3.4,4.2,3.1,3.8,4.2,88,9
E-02592,2024-06-30,3.8,4.7,3.6,3.9,3.5,4.0,3.1,65,9
E-02593,2024-06-30,4.0,3.6,4.4,3.9,3.9,4.0,3.8,31,6
E-02594,2024-06-30,4.0,5.5,5.0,4.5,2.6,3.9,4.1,85,3
E-02595,2024-06-30,4.4,4.7,4.6,4.4,4.4,3.8,3.8,53,1
E-02596,2024-06-30,2.9,3.6,4.1,4.5,3.0,4.1,3.7,90,4
E-02597,2024-06-30,3.7,4.0,3.9,4.5,2.9,3.8,4.2,70,6
E-02598,2024-06-30,4.1,4.4,3.1,3.8,3.3,3.9,3.5,54,4
E-02599,2024-06-30,4.6,4.4,3.7,4.6,3.2,3.9,3.5,50,3
E-02600,2024-06-30,3.8,4.2,2.9,4.1,3.2,3.3,3.1,59,5
E-02601,2024-06-30,3.1,4.6,3.8,4.6,4.2,4.3,3.9,83,1
E-02602,2024-06-30,4.3,3.9,3.8,4.1,3.1,3.5,3.9,52,4
E-02603,2024-06-30,3.7,3.8,2.1,4.3,2.4,3.5,3.6,27,7
E-02604,2024-06-30,3.4,3.8,3.5,4.3,2.5,4.3,3.4,50,6
E-02605,2024-06-30,3.7,4.4,3.8,4.5,3.9,3.7,3.8,92,3
E-02606,2024-06-30,3.9,4.2,3.4,3.5,3.4,3.4,3.8,17,8
E-02607,2024-06-30,3.7,4.1,3.8,3.6,2.1,4.4,3.3,27,5
E-02608,2024-06-30,2.9,4.4,2.6,4.5,2.0,3.8,3.0,68,5
E-02609,2024-06-30,4.4,3.0,3.0,4.3,3.0,4.4,3.1,34,1
E-02610,2024-06-30,4.6,4.2,4.2,3.9,3.4,3.7,3.2,60,4
E-02611,2024-06-30,4.3,4.1,3.5,4.3,2.6,3.5,3.3,10,2
E-02612,2024-06-30,3.4,4.8,3.7,3.6,2.0,3.9,3.8,91,6
E-02613,2024-06-30,3.9,3.2,3.1,5.5,2.3,3.6,3.8,58,6
E-02614,2024-06-30,4.0,4.8,3.5,4.7,4.0,4.1,3.7,87,5
E-02615,2024-06-30,4.3,4.0,1.9,4.4,3.3,4.2,3.9,22,6
E-02616,2024-06-30,4.3,4.2,4.1,4.2,3.6,4.3,4.0,98,5
E-02617,2024-06-30,3.6,4.8,4.8,4.0,3.7,3.9,3.9,73,7
E-02618,2024-06-30,4.0,4.3,2.8,3.7,2.6,4.4,3.8,17,4
E-02619,2024-06-30,4.2,4.2,2.8,4.2,2.8,3.7,3.4,69,6
E-02620,2024-06-30,4.7,4.1,3.8,3.9,2.9,4.0,3.3,28,6
E-02621,2024-06-30,4.4,3.8,4.5,3.9,3.3,4.0,3.6,71,2
E-02622,2024-06-30,4.4,4.0,3.5,3.6,3.7,4.6,4.3,49,6
E-02623,2024-06-30,4.0,3.6,2.6,4.3,4.1,4.4,4.7,62,2
E-02624,2024-06-30,4.7,4.0,3.4,4.0,3.5,4.0,4.0,12,4
E-02625,2024-06-30,4.2,2.8,2.8,4.4,3.5,4.1,3.9,38,1
E-02626,2024-06-30,3.6,4.2,3.0,4.4,4.2,4.5,4.2,89,6
E-02627,2024-06-30,4.7,3.9,3.3,4.3,2.9,3.8,4.4,16,7
E-02628,2024-06-30,4.3,3.8,2.8,5.3,3.7,3.4,3.4,71,5
E-02629,2024-06-30,3.8,4.1,3.0,4.5,3.3,3.7,5.0,62,5
E-02630,2024-06-30,3.8,3.3,3.6,3.7,3.4,3.9,4.4,94,4
E-02631,2024-06-30,4.1,5.0,3.7,4.4,2.9,4.4,3.3,52,6
E-02632,2024-06-30,4.2,3.9,2.5,4.2,2.2,4.3,3.4,23,2
E-02633,2024-06-30,4.1,3.9,3.8,3.7,3.2,4.0,4.9,48,5
E-02634,2024-06-30,4.2,3.5,3.2,3.6,3.2,4.1,4.2,33,4
E-02635,2024-06-30,4.8,4.0,4.0,4.4,2.7,3.8,3.6,42,4
E-02636,2024-06-30,4.5,4.7,4.0,4.5,2.9,4.6,3.8,95,7
E-02637,2024-06-30,4.1,4.5,3.1,3.8,2.5,4.4,4.1,83,6
E-02638,2024-06-30,4.5,4.4,3.9,4.6,2.5,4.0,4.2,71,5
E-02639,2024-06-30,3.5,4.3,2.9,4.3,2.7,4.0,4.3,71,8
E-02640,2024-06-30,4.2,3.8,4.4,4.7,2.2,4.2,3.9,84,4
E-02641,2024-06-30,4.9,3.3,2.9,4.6,2.6,4.0,3.9,88,6
E-02642,2024-06-30,3.9,3.9,3.7,4.1,3.4,3.5,3.7,64,6
E-02643,2024-06-30,3.6,3.9,3.4,4.9,3.9,4.5,3.4,23,7
E-02644,2024-06-30,3.7,4.5,2.8,3.8,4.2,4.4,3.4,71,1
E-02645,2024-06-30,3.5,4.2,4.1,5.2,2.8,4.1,3.7,35,5
E-02646,2024-06-30,3.6,4.8,3.1,3.8,3.7,3.9,3.9,94,7
E-02647,2024-06-30,3.8,4.6,2.3,4.2,3.2,4.0,3.2,14,6
E-02648,2024-06-30,3.3,3.8,1.5,4.0,2.9,3.2,4.6,56,5
E-02649,2024-06-30,4.0,3.1,2.9,4.0,3.2,3.7,3.5,85,2
E-02650,2024-06-30,4.5,4.7,4.5,5.4,3.7,4.5,3.5,38,6
E-02651,2024-06-30,3.5,4.7,4.4,4.0,2.7,4.2,3.8,30,6
E-02652,2024-06-30,4.8,3.3,3.0,4.5,2.7,3.4,2.9,34,3
E-02653,2024-06-30,4.3,4.8,3.2,4.1,2.8,3.8,3.9,62,10
E-02654,2024-06-30,4.5,4.2,3.2,4.6,2.6,3.4,3.4,89,4
E-02655,2024-06-30,3.7,4.1,2.6,4.0,3.7,3.8,3.0,93,5
E-02656,2024-06-30,4.4,4.8,2.8,4.3,2.5,4.0,3.9,84,4
E-02657,2024-06-30,3.5,4.7,4.2,4.5,2.6,4.5,3.9,65,4
E-02658,2024-06-30,4.4,4.3,3.9,3.9,3.2,4.2,4.6,70,8
E-02659,2024-06-30,4.1,4.2,3.7,5.3,3.1,3.9,3.9,41,5
E-02660,2024-06-30,4.3,4.3,2.6,4.5,2.8,3.9,3.9,17,5
E-02661,2024-06-30,3.4,3.8,3.6,4.1,4.0,3.8,3.8,96,6
E-02662,2024-06-30,3.6,4.0,1.9,3.9,2.6,4.3,2.8,81,5
E-02663,2024-06-30,4.3,3.5,4.1,4.2,2.9,4.4,3.8,11,9
E-02664,2024-06-30,3.5,3.8,3.7,3.7,1.8,3.6,3.8,36,5
E-02665,2024-06-30,4.2,3.8,2.6,4.9,2.8,3.5,3.7,45,5
E-02666,2024-06-30,3.3,3.7,4.6,4.4,2.2,3.9,3.5,32,3
E-02667,2024-06-30,4.4,4.1,2.2,4.2,2.5,3.9,4.0,50,6
E-02668,2024-06-30,3.4,3.8,3.9,4.6,1.8,4.1,3.4,22,9
E-02669,2024-06-30,4.3,4.3,3.9,3.9,2.5,3.5,4.1,15,2
E-02670,2024-06-30,4.3,3.2,2.6,3.7,3.0,3.8,4.0,68,2
E-02671,2024-06-30,3.7,3.9,3.5,4.1,2.9,4.0,4.4,29,4
E-02672,2024-06-30,4.3,4.1,2.4,4.3,2.8,3.8,3.6,99,1
E-02673,2024-06-30,4.1,3.8,1.5,4.4,2.8,4.3,4.3,28,5
